h_a,xG,xGA,result,date,team_name,year
a,0.35199,2.53093,l,2019-02-02,Bournemouth,2018
a,0.390995,2.53003,l,2019-02-09,Bournemouth,2018
h,2.13291,1.20286,d,2019-02-23,Bournemouth,2018
a,0.88618,3.18716,l,2019-02-27,Bournemouth,2018
h,0,1.59515,l,2019-03-02,Bournemouth,2018
a,2.16389,0.339087,w,2019-03-09,Bournemouth,2018
h,1.61666,1.02847,d,2019-03-16,Bournemouth,2018
a,0.790333,1.8935,l,2019-03-30,Bournemouth,2018
h,1.20888,1.38919,l,2019-04-06,Bournemouth,2018
a,2.76885,0.206731,w,2019-04-13,Bournemouth,2018
h,2.83739,2.61689,l,2019-04-20,Bournemouth,2018
a,2.62214,2.73537,d,2019-04-27,Bournemouth,2018
h,2.22622,0.713362,w,2019-05-04,Bournemouth,2018
a,1.8981,2.85899,l,2019-05-12,Bournemouth,2018
h,1.01994,1.40827,d,2018-08-12,Southampton,2018
a,1.77471,2.02004,l,2018-08-18,Southampton,2018
h,0.542494,0.517935,l,2018-08-25,Southampton,2018
a,3.13612,2.35193,w,2018-09-01,Southampton,2018
h,2.19521,1.97094,d,2018-09-17,Southampton,2018
a,0.310467,1.77893,l,2018-09-22,Southampton,2018
a,0.679627,1.42507,l,2018-09-29,Southampton,2018
h,1.487,3.54699,l,2018-10-07,Southampton,2018
a,0.589633,0.840403,d,2018-10-20,Southampton,2018
h,1.19216,0.297646,d,2018-10-27,Southampton,2018
a,1.81466,2.76272,l,2018-11-04,Southampton,2018
h,1.20211,1.07573,d,2018-11-10,Southampton,2018
a,1.67163,1.3875,l,2018-11-24,Southampton,2018
h,0.623954,0.904803,d,2018-12-01,Southampton,2018
a,1.82434,1.73642,l,2018-12-05,Southampton,2018
a,0.501128,1.55832,l,2018-12-08,Southampton,2018
h,1.21163,1.85763,w,2018-12-16,Southampton,2018
a,2.60172,1.0038,w,2018-12-22,Southampton,2018
h,1.28665,1.26973,l,2018-12-27,Southampton,2018
h,0.221381,2.96802,l,2018-12-30,Southampton,2018
a,0.158168,0.850791,d,2019-01-02,Southampton,2018
a,1.41659,1.75983,w,2019-01-12,Southampton,2018
h,1.06009,1.31169,w,2019-01-19,Southampton,2018
h,1.33257,1.53294,d,2019-01-30,Southampton,2018
a,0.787747,2.00175,d,2019-02-02,Southampton,2018
h,1.70666,0.980673,l,2019-02-09,Southampton,2018
a,0.613167,2.35088,l,2019-02-24,Southampton,2018
h,1.15823,0.798715,w,2019-02-27,Southampton,2018
a,0.578485,2.54216,l,2019-03-02,Southampton,2018
h,2.07772,1.26876,w,2019-03-09,Southampton,2018
a,0.857436,0.560521,w,2019-03-30,Southampton,2018
h,0.718394,2.00654,l,2019-04-05,Southampton,2018
h,3.80842,0.642825,w,2019-04-13,Southampton,2018
a,1.27102,1.23033,l,2019-04-20,Southampton,2018
a,2.11999,1.27253,d,2019-04-23,Southampton,2018
h,2.73537,2.62214,d,2019-04-27,Southampton,2018
a,0.443686,1.99866,l,2019-05-04,Southampton,2018
h,0.941018,0.857152,d,2019-05-12,Southampton,2018
a,1.73813,1.5137,l,2018-08-10,Leicester,2018
h,0.222843,1.09349,w,2018-08-18,Leicester,2018
a,0.517935,0.542494,w,2018-08-25,Leicester,2018
h,0.981217,1.22722,l,2018-09-01,Leicester,2018
a,1.82502,2.22726,l,2018-09-15,Leicester,2018
h,1.80404,0.688176,w,2018-09-22,Leicester,2018
a,1.34341,0.397301,w,2018-09-29,Leicester,2018
h,1.10472,1.14952,l,2018-10-06,Leicester,2018
a,0.932491,2.91637,l,2018-10-22,Leicester,2018
h,1.95344,1.56009,d,2018-10-27,Leicester,2018
a,2.18288,0.922262,w,2018-11-03,Leicester,2018
h,1.5091,0.368393,d,2018-11-10,Leicester,2018
a,1.12521,0.862315,d,2018-11-24,Leicester,2018
h,1.41758,1.19923,w,2018-12-01,Leicester,2018
a,1.21575,1.47593,d,2018-12-05,Leicester,2018
h,0.357742,0.917968,l,2018-12-08,Leicester,2018
a,0.895305,0.39698,l,2018-12-15,Leicester,2018
a,0.456492,2.40458,w,2018-12-22,Leicester,2018
h,1.55714,1.34781,w,2018-12-26,Leicester,2018
h,1.51648,0.493212,l,2018-12-29,Leicester,2018
a,0.644144,0.871304,w,2019-01-01,Leicester,2018
h,1.75983,1.41659,l,2019-01-12,Leicester,2018
a,1.3383100000000001,2.21719,l,2019-01-19,Leicester,2018
a,1.1272,0.576336,d,2019-01-30,Leicester,2018
h,1.40067,1.49717,l,2019-02-03,Leicester,2018
a,3.02164,1.21144,l,2019-02-10,Leicester,2018
h,0.946697,1.57739,l,2019-02-23,Leicester,2018
h,1.92171,1.20566,w,2019-02-26,Leicester,2018
a,0.794683,1.36515,l,2019-03-03,Leicester,2018
h,2.13494,0.15103,w,2019-03-09,Leicester,2018
a,0.608954,1.17008,w,2019-03-16,Leicester,2018
h,1.8935,0.790333,w,2019-03-30,Leicester,2018
a,3.61876,1.62301,w,2019-04-06,Leicester,2018
h,0.877377,0.945804,l,2019-04-12,Leicester,2018
a,0.8065,1.36558,d,2019-04-20,Leicester,2018
h,3.6797,0.600697,w,2019-04-28,Leicester,2018
a,0.537307,1.08617,l,2019-05-06,Leicester,2018
h,0.345306,1.26735,d,2019-05-12,Leicester,2018
a,1.07816,0.638076,w,2018-08-11,Crystal Palace,2018
h,0.368608,2.82183,l,2018-08-20,Crystal Palace,2018
a,1.21905,1.14596,l,2018-08-26,Crystal Palace,2018
h,2.35193,3.13612,l,2018-09-01,Crystal Palace,2018
a,0.746631,0.87744,w,2018-09-15,Crystal Palace,2018
h,0.930793,0.229309,d,2018-09-22,Crystal Palace,2018
a,0.385841,1.97143,l,2018-10-01,Crystal Palace,2018
h,1.03714,0.755654,l,2018-10-06,Crystal Palace,2018
a,1.50174,1.92794,l,2018-10-21,Crystal Palace,2018
h,2.38115,0.845197,d,2018-10-28,Crystal Palace,2018
a,0.454547,1.88741,l,2018-11-04,Crystal Palace,2018
h,0.688016,1.55381,l,2018-11-10,Crystal Palace,2018
a,1.05292,1.34245,d,2018-11-24,Crystal Palace,2018
h,2.03785,0.302477,w,2018-12-01,Crystal Palace,2018
a,1.5329,1.2521,l,2018-12-04,Crystal Palace,2018
a,0.934613,1.53635,l,2018-12-08,Crystal Palace,2018
h,0.39698,0.895305,w,2018-12-15,Crystal Palace,2018
a,1.14609,1.27118,w,2018-12-22,Crystal Palace,2018
h,2.43202,1.05926,d,2018-12-26,Crystal Palace,2018
h,0.199002,0.741471,l,2018-12-30,Crystal Palace,2018
a,1.94658,0.656255,w,2019-01-02,Crystal Palace,2018
h,1.1617,1.56262,l,2019-01-12,Crystal Palace,2018
a,0.695213,2.8299,l,2019-01-19,Crystal Palace,2018
a,1.53294,1.33257,d,2019-01-30,Crystal Palace,2018
h,2.19582,0.560836,w,2019-02-02,Crystal Palace,2018
h,2.68412,1.74711,d,2019-02-09,Crystal Palace,2018
a,1.57739,0.946697,w,2019-02-23,Crystal Palace,2018
h,1.69334,1.54089,l,2019-02-27,Crystal Palace,2018
a,0.706284,1.90872,w,2019-03-02,Crystal Palace,2018
h,1.44291,0.129312,l,2019-03-09,Crystal Palace,2018
h,2.84701,0.926991,w,2019-03-30,Crystal Palace,2018
a,0.564317,2.57376,l,2019-04-03,Crystal Palace,2018
a,0.907988,0.943175,w,2019-04-06,Crystal Palace,2018
h,0.318169,2.86236,l,2019-04-14,Crystal Palace,2018
a,2.56216,1.54245,w,2019-04-21,Crystal Palace,2018
h,0.261344,1.15217,d,2019-04-27,Crystal Palace,2018
a,1.80991,1.4996,w,2019-05-04,Crystal Palace,2018
h,2.85899,1.8981,w,2019-05-12,Crystal Palace,2018
a,2.31427,0.396115,w,2018-08-11,Chelsea,2018
h,1.71799,2.45798,w,2018-08-18,Chelsea,2018
a,1.49669,0.209337,w,2018-08-26,Chelsea,2018
h,1.16408,0.950959,w,2018-09-01,Chelsea,2018
h,2.67145,0.8276,w,2018-09-15,Chelsea,2018
a,1.88344,1.0177,d,2018-09-23,Chelsea,2018
h,1.77638,1.74071,d,2018-09-29,Chelsea,2018
a,3.54699,1.487,w,2018-10-07,Chelsea,2018
h,2.21163,1.11454,d,2018-10-20,Chelsea,2018
a,3.01621,0.269828,w,2018-10-28,Chelsea,2018
h,1.88741,0.454547,w,2018-11-04,Chelsea,2018
h,1.16298,0.198027,d,2018-11-11,Chelsea,2018
a,0.962804,3.34649,l,2018-11-24,Chelsea,2018
h,2.17105,0.285256,w,2018-12-02,Chelsea,2018
a,1.10702,0.682893,l,2018-12-05,Chelsea,2018
h,0.526329,0.740048,w,2018-12-08,Chelsea,2018
a,1.6111,0.26126,w,2018-12-16,Chelsea,2018
h,2.40458,0.456492,l,2018-12-22,Chelsea,2018
a,2.1956,1.24414,w,2018-12-26,Chelsea,2018
a,0.741471,0.199002,w,2018-12-30,Chelsea,2018
h,0.850791,0.158168,d,2019-01-02,Chelsea,2018
h,1.32355,0.395148,w,2019-01-12,Chelsea,2018
a,0.755304,2.09412,l,2019-01-19,Chelsea,2018
a,0.718873,2.15094,l,2019-01-30,Chelsea,2018
h,2.94236,0.260391,w,2019-02-02,Chelsea,2018
a,0.901867,4.04218,l,2019-02-10,Chelsea,2018
h,0.625978,0.722229,w,2019-02-27,Chelsea,2018
a,1.53632,0.898469,w,2019-03-03,Chelsea,2018
h,1.0471,0.609079,d,2019-03-10,Chelsea,2018
a,1.24394,2.24031,l,2019-03-17,Chelsea,2018
a,2.07834,0.446122,w,2019-03-31,Chelsea,2018
h,3.12416,0.440898,w,2019-04-03,Chelsea,2018
h,2.23287,0.471195,w,2019-04-08,Chelsea,2018
a,0.873177,1.30839,l,2019-04-14,Chelsea,2018
h,1.28197,0.788788,d,2019-04-22,Chelsea,2018
a,1.6298,1.12483,d,2019-04-28,Chelsea,2018
h,2.96478,1.2712,w,2019-05-05,Chelsea,2018
a,1.26735,0.345306,d,2019-05-12,Chelsea,2018
a,0.404253,4.34421,l,2018-08-12,West Ham,2018
h,1.10275,1.69077,l,2018-08-18,West Ham,2018
a,1.17924,1.7852,l,2018-08-25,West Ham,2018
h,0.888887,1.22301,l,2018-09-01,West Ham,2018
a,1.52437,1.26774,w,2018-09-16,West Ham,2018
h,1.0177,1.88344,d,2018-09-23,West Ham,2018
h,1.3029,0.865739,w,2018-09-29,West Ham,2018
a,1.43652,1.02566,l,2018-10-05,West Ham,2018
h,0.544268,1.11777,l,2018-10-20,West Ham,2018
a,1.56009,1.95344,d,2018-10-27,West Ham,2018
h,2.55739,0.882514,w,2018-11-03,West Ham,2018
a,1.44113,1.17524,d,2018-11-10,West Ham,2018
h,0.829504,2.95852,l,2018-11-24,West Ham,2018
a,2.62697,1.12583,w,2018-12-01,West Ham,2018
h,1.57488,1.93448,w,2018-12-04,West Ham,2018
h,1.53635,0.934613,w,2018-12-08,West Ham,2018
a,0.75325,1.03424,w,2018-12-15,West Ham,2018
h,2.06507,2.32983,l,2018-12-22,West Ham,2018
a,1.26973,1.28665,w,2018-12-27,West Ham,2018
a,0.656044,2.89884,l,2018-12-30,West Ham,2018
h,0.639356,0.686806,d,2019-01-02,West Ham,2018
h,0.669394,0.685895,w,2019-01-12,West Ham,2018
a,0.971813,1.24835,l,2019-01-19,West Ham,2018
a,0.130179,2.0363,l,2019-01-29,West Ham,2018
h,0.791319,1.12475,d,2019-02-04,West Ham,2018
a,1.74711,2.68412,d,2019-02-09,West Ham,2018
h,2.72871,1.23555,w,2019-02-22,West Ham,2018
a,0.400125,3.67741,l,2019-02-27,West Ham,2018
h,1.88895,1.18549,w,2019-03-02,West Ham,2018
a,0.295869,3.49275,l,2019-03-09,West Ham,2018
h,1.88114,1.66909,w,2019-03-16,West Ham,2018
h,0.0891639,2.65983,l,2019-03-30,West Ham,2018
a,0.471195,2.23287,l,2019-04-08,West Ham,2018
a,1.42817,2.65125,l,2019-04-13,West Ham,2018
h,1.36558,0.8065,d,2019-04-20,West Ham,2018
a,0.991558,1.35378,w,2019-04-27,West Ham,2018
h,1.99866,0.443686,w,2019-05-04,West Ham,2018
a,3.20094,2.06986,w,2019-05-12,West Ham,2018
a,2.58097,0.974497,w,2018-08-11,Tottenham,2018
h,3.26713,1.44253,w,2018-08-18,Tottenham,2018
a,1.80811,1.40321,w,2018-08-27,Tottenham,2018
a,0.582521,0.454309,l,2018-09-02,Tottenham,2018
h,0.788168,3.01015,l,2018-09-15,Tottenham,2018
a,2.11655,0.817174,w,2018-09-22,Tottenham,2018
a,2.33733,0.339245,w,2018-09-29,Tottenham,2018
h,2.6517,1.13843,w,2018-10-06,Tottenham,2018
a,1.11777,0.544268,w,2018-10-20,Tottenham,2018
h,0.442436,1.93588,l,2018-10-29,Tottenham,2018
a,1.63123,2.40643,w,2018-11-03,Tottenham,2018
a,1.55381,0.688016,w,2018-11-10,Tottenham,2018
h,3.34649,0.962804,w,2018-11-24,Tottenham,2018
a,1.0926,2.71421,l,2018-12-02,Tottenham,2018
h,1.73642,1.82434,w,2018-12-05,Tottenham,2018
a,0.917968,0.357742,w,2018-12-08,Tottenham,2018
h,1.74625,0.451196,w,2018-12-15,Tottenham,2018
a,2.55514,1.00121,w,2018-12-23,Tottenham,2018
h,2.23457,1.21736,w,2018-12-26,Tottenham,2018
h,0.277704,1.20867,l,2018-12-29,Tottenham,2018
a,1.38282,1.0789,w,2019-01-01,Tottenham,2018
h,1.80359,0.957777,l,2019-01-13,Tottenham,2018
a,1.93316,0.937902,w,2019-01-20,Tottenham,2018
h,1.36248,0.479838,w,2019-01-30,Tottenham,2018
h,3.10409,0.400152,w,2019-02-02,Tottenham,2018
h,1.21144,3.02164,w,2019-02-10,Tottenham,2018
a,0.845211,1.08514,l,2019-02-23,Tottenham,2018
a,0.722229,0.625978,l,2019-02-27,Tottenham,2018
h,1.76818,3.45713,d,2019-03-02,Tottenham,2018
a,1.26876,2.07772,l,2019-03-09,Tottenham,2018
a,1.04822,1.0931,l,2019-03-31,Tottenham,2018
h,2.57376,0.564317,w,2019-04-03,Tottenham,2018
h,2.78596,0.983527,w,2019-04-13,Tottenham,2018
a,1.19894,2.06185,l,2019-04-20,Tottenham,2018
h,1.0032,0.143138,w,2019-04-23,Tottenham,2018
h,1.35378,0.991558,l,2019-04-27,Tottenham,2018
a,0.713362,2.22622,l,2019-05-04,Tottenham,2018
h,0.882608,2.06851,d,2019-05-12,Tottenham,2018
h,0.445187,2.0178,l,2018-08-12,Arsenal,2018
a,2.45798,1.71799,l,2018-08-18,Arsenal,2018
h,1.7852,1.17924,w,2018-08-25,Arsenal,2018
a,1.41005,0.77426,w,2018-09-02,Arsenal,2018
a,0.90461,0.412121,w,2018-09-15,Arsenal,2018
h,0.930544,1.06523,w,2018-09-23,Arsenal,2018
h,1.57061,2.62141,w,2018-09-29,Arsenal,2018
a,1.13706,1.31588,w,2018-10-07,Arsenal,2018
h,2.91637,0.932491,w,2018-10-22,Arsenal,2018
a,0.845197,2.38115,d,2018-10-28,Arsenal,2018
h,1.62321,1.19558,d,2018-11-03,Arsenal,2018
h,0.965843,1.86549,d,2018-11-11,Arsenal,2018
a,1.71044,0.650884,w,2018-11-25,Arsenal,2018
h,2.71421,1.0926,w,2018-12-02,Arsenal,2018
a,1.73226,1.33679,d,2018-12-05,Arsenal,2018
h,2.02156,0.308361,w,2018-12-08,Arsenal,2018
a,1.85763,1.21163,l,2018-12-16,Arsenal,2018
h,1.4656,1.03237,w,2018-12-22,Arsenal,2018
a,0.789138,1.38502,d,2018-12-26,Arsenal,2018
a,1.08186,3.7053,l,2018-12-29,Arsenal,2018
h,4.43325,1.71312,w,2019-01-01,Arsenal,2018
a,0.685895,0.669394,l,2019-01-12,Arsenal,2018
h,2.09412,0.755304,w,2019-01-19,Arsenal,2018
h,2.69339,0.597893,w,2019-01-29,Arsenal,2018
a,0.703542,3.03102,l,2019-02-03,Arsenal,2018
a,1.46751,1.96816,w,2019-02-09,Arsenal,2018
h,2.35088,0.613167,w,2019-02-24,Arsenal,2018
h,3.18716,0.88618,w,2019-02-27,Arsenal,2018
a,3.45713,1.76818,d,2019-03-02,Arsenal,2018
h,1.52723,2.3703,w,2019-03-10,Arsenal,2018
h,1.04458,0.0441445,w,2019-04-01,Arsenal,2018
a,0.201885,2.69396,l,2019-04-07,Arsenal,2018
a,2.2668,1.12595,w,2019-04-15,Arsenal,2018
h,1.54245,2.56216,l,2019-04-21,Arsenal,2018
a,0.939754,0.982018,l,2019-04-24,Arsenal,2018
a,0.600697,3.6797,l,2019-04-28,Arsenal,2018
h,2.36178,1.90585,d,2019-05-05,Arsenal,2018
a,2.87276,1.72939,w,2019-05-12,Arsenal,2018
h,0.974497,2.58097,l,2018-08-11,Newcastle United,2018
a,1.55405,1.15521,d,2018-08-18,Newcastle United,2018
h,0.209337,1.49669,l,2018-08-26,Newcastle United,2018
a,0.554763,2.46904,l,2018-09-01,Newcastle United,2018
h,0.412121,0.90461,l,2018-09-15,Newcastle United,2018
a,0.229309,0.930793,d,2018-09-22,Newcastle United,2018
h,0.397301,1.34341,l,2018-09-29,Newcastle United,2018
a,1.55962,2.40631,l,2018-10-06,Newcastle United,2018
h,1.71169,0.675798,l,2018-10-20,Newcastle United,2018
a,0.297646,1.19216,d,2018-10-27,Newcastle United,2018
h,0.691575,2.5452,w,2018-11-03,Newcastle United,2018
h,2.57545,1.91687,w,2018-11-10,Newcastle United,2018
a,1.67701,1.49487,w,2018-11-26,Newcastle United,2018
h,1.12583,2.62697,l,2018-12-01,Newcastle United,2018
a,1.52214,2.10943,d,2018-12-05,Newcastle United,2018
h,0.4601,1.57799,l,2018-12-09,Newcastle United,2018
a,0.931041,0.671382,w,2018-12-15,Newcastle United,2018
h,0.289508,0.245408,d,2018-12-22,Newcastle United,2018
a,0.456309,3.24988,l,2018-12-26,Newcastle United,2018
a,0.661713,1.05566,d,2018-12-29,Newcastle United,2018
h,0.691878,2.6754,l,2019-01-02,Newcastle United,2018
a,0.395148,1.32355,l,2019-01-12,Newcastle United,2018
h,2.518,0.255727,w,2019-01-19,Newcastle United,2018
h,0.992326,1.33896,w,2019-01-29,Newcastle United,2018
a,0.400152,3.10409,l,2019-02-02,Newcastle United,2018
a,0.435263,2.30998,d,2019-02-11,Newcastle United,2018
h,3.03313,0.133934,w,2019-02-23,Newcastle United,2018
h,1.70312,1.74201,w,2019-02-26,Newcastle United,2018
a,1.18549,1.88895,l,2019-03-02,Newcastle United,2018
h,2.37896,1.15114,w,2019-03-09,Newcastle United,2018
a,1.02847,1.61666,d,2019-03-16,Newcastle United,2018
a,0.0441445,1.04458,l,2019-04-01,Newcastle United,2018
h,0.943175,0.907988,l,2019-04-06,Newcastle United,2018
a,0.945804,0.877377,w,2019-04-12,Newcastle United,2018
h,1.23033,1.27102,w,2019-04-20,Newcastle United,2018
a,0.43797,1.20482,d,2019-04-27,Newcastle United,2018
h,1.29707,1.48081,l,2019-05-04,Newcastle United,2018
a,1.95921,0.569845,w,2019-05-12,Newcastle United,2018
h,4.34421,0.404253,w,2018-08-12,Liverpool,2018
a,2.82183,0.368608,w,2018-08-20,Liverpool,2018
h,1.81412,0.535616,w,2018-08-25,Liverpool,2018
a,1.22722,0.981217,w,2018-09-01,Liverpool,2018
a,3.01015,0.788168,w,2018-09-15,Liverpool,2018
h,1.77893,0.310467,w,2018-09-22,Liverpool,2018
a,1.74071,1.77638,d,2018-09-29,Liverpool,2018
h,0.433994,1.07481,d,2018-10-07,Liverpool,2018
a,0.663819,0.638341,w,2018-10-20,Liverpool,2018
h,2.30176,0.643117,w,2018-10-27,Liverpool,2018
a,1.19558,1.62321,d,2018-11-03,Liverpool,2018
h,2.22417,0.571301,w,2018-11-11,Liverpool,2018
a,1.45314,0.673382,w,2018-11-24,Liverpool,2018
h,3.07574,1.23014,w,2018-12-02,Liverpool,2018
a,2.73897,1.05809,w,2018-12-05,Liverpool,2018
a,1.80619,0.279142,w,2018-12-08,Liverpool,2018
h,2.60435,0.658049,w,2018-12-16,Liverpool,2018
a,2.16356,0.763821,w,2018-12-21,Liverpool,2018
h,3.24988,0.456309,w,2018-12-26,Liverpool,2018
h,3.7053,1.08186,w,2018-12-29,Liverpool,2018
a,1.3801,1.00357,l,2019-01-03,Liverpool,2018
a,2.2665,0.384198,w,2019-01-12,Liverpool,2018
h,2.8299,0.695213,w,2019-01-19,Liverpool,2018
h,0.576336,1.1272,d,2019-01-30,Liverpool,2018
a,1.12475,0.791319,d,2019-02-04,Liverpool,2018
h,2.53003,0.390995,w,2019-02-09,Liverpool,2018
a,0.380519,0.474869,d,2019-02-24,Liverpool,2018
h,2.74266,0.630423,w,2019-02-27,Liverpool,2018
a,0.811272,0.241879,d,2019-03-03,Liverpool,2018
h,4.12341,0.471571,w,2019-03-10,Liverpool,2018
a,2.73437,0.915765,w,2019-03-17,Liverpool,2018
h,1.0931,1.04822,w,2019-03-31,Liverpool,2018
a,2.00654,0.718394,w,2019-04-05,Liverpool,2018
h,1.30839,0.873177,w,2019-04-14,Liverpool,2018
a,2.42404,1.1187,w,2019-04-21,Liverpool,2018
h,3.58922,0.1624,w,2019-04-26,Liverpool,2018
a,1.48081,1.29707,w,2019-05-04,Liverpool,2018
h,1.70197,0.883861,w,2019-05-12,Liverpool,2018
a,2.0178,0.445187,w,2018-08-12,Manchester City,2018
h,4.60356,0.663731,w,2018-08-19,Manchester City,2018
a,1.84293,1.26376,d,2018-08-25,Manchester City,2018
h,2.46904,0.554763,w,2018-09-01,Manchester City,2018
h,4.91621,0.342698,w,2018-09-15,Manchester City,2018
a,3.08415,0.0980726,w,2018-09-22,Manchester City,2018
h,2.90697,0.23023,w,2018-09-29,Manchester City,2018
a,1.07481,0.433994,d,2018-10-07,Manchester City,2018
h,4.48577,0.370236,w,2018-10-20,Manchester City,2018
a,1.93588,0.442436,w,2018-10-29,Manchester City,2018
h,2.76272,1.81466,w,2018-11-04,Manchester City,2018
h,2.02764,0.97089,w,2018-11-11,Manchester City,2018
a,2.95852,0.829504,w,2018-11-24,Manchester City,2018
h,2.83557,0.715009,w,2018-12-01,Manchester City,2018
a,2.51933,1.672,w,2018-12-04,Manchester City,2018
a,0.740048,0.526329,l,2018-12-08,Manchester City,2018
h,1.79848,1.6235,w,2018-12-15,Manchester City,2018
h,1.27118,1.14609,l,2018-12-22,Manchester City,2018
a,1.34781,1.55714,l,2018-12-26,Manchester City,2018
a,2.96802,0.221381,w,2018-12-30,Manchester City,2018
h,1.00357,1.3801,w,2019-01-03,Manchester City,2018
h,3.11947,0.0985446,w,2019-01-14,Manchester City,2018
a,2.01376,0.764264,w,2019-01-20,Manchester City,2018
a,1.33896,0.992326,l,2019-01-29,Manchester City,2018
h,3.03102,0.703542,w,2019-02-03,Manchester City,2018
a,2.60922,0.111559,w,2019-02-06,Manchester City,2018
h,4.04218,0.901867,w,2019-02-10,Manchester City,2018
h,3.67741,0.400125,w,2019-02-27,Manchester City,2018
a,1.59515,0,w,2019-03-02,Manchester City,2018
h,3.75714,0.407168,w,2019-03-09,Manchester City,2018
a,2.31513,0.661491,w,2019-03-30,Manchester City,2018
h,3.53913,0.135788,w,2019-04-03,Manchester City,2018
a,2.86236,0.318169,w,2019-04-14,Manchester City,2018
h,2.06185,1.19894,w,2019-04-20,Manchester City,2018
a,0.530481,0.514509,w,2019-04-24,Manchester City,2018
a,2.34878,0.0899809,w,2019-04-28,Manchester City,2018
h,1.08617,0.537307,w,2019-05-06,Manchester City,2018
a,2.22234,0.595313,w,2019-05-12,Manchester City,2018
h,1.5137,1.73813,w,2018-08-10,Manchester United,2018
a,1.56579,1.63672,l,2018-08-19,Manchester United,2018
h,1.40321,1.80811,l,2018-08-27,Manchester United,2018
a,2.90359,1.09923,w,2018-09-02,Manchester United,2018
a,1.64902,1.17523,w,2018-09-15,Manchester United,2018
h,0.62283,1.1185,d,2018-09-22,Manchester United,2018
a,0.865739,1.3029,l,2018-09-29,Manchester United,2018
h,2.40631,1.55962,w,2018-10-06,Manchester United,2018
a,1.11454,2.21163,d,2018-10-20,Manchester United,2018
h,2.51393,1.67348,w,2018-10-28,Manchester United,2018
a,3.29249,1.928,w,2018-11-03,Manchester United,2018
a,0.97089,2.02764,l,2018-11-11,Manchester United,2018
h,1.34245,1.05292,d,2018-11-24,Manchester United,2018
a,0.904803,0.623954,d,2018-12-01,Manchester United,2018
h,1.33679,1.73226,d,2018-12-05,Manchester United,2018
h,3.15444,1.23251,w,2018-12-08,Manchester United,2018
a,0.658049,2.60435,l,2018-12-16,Manchester United,2018
a,2.72523,1.27173,w,2018-12-22,Manchester United,2018
h,1.79848,1.40594,w,2018-12-26,Manchester United,2018
h,3.41874,0.705549,w,2018-12-30,Manchester United,2018
a,2.6754,0.691878,w,2019-01-02,Manchester United,2018
a,0.957777,1.80359,w,2019-01-13,Manchester United,2018
h,2.64005,0.635111,w,2019-01-19,Manchester United,2018
h,3.23417,0.934603,d,2019-01-29,Manchester United,2018
a,1.49717,1.40067,w,2019-02-03,Manchester United,2018
a,2.13209,2.18741,w,2019-02-09,Manchester United,2018
h,0.474869,0.380519,d,2019-02-24,Manchester United,2018
a,1.54089,1.69334,w,2019-02-27,Manchester United,2018
h,2.54216,0.578485,w,2019-03-02,Manchester United,2018
a,2.3703,1.52723,l,2019-03-10,Manchester United,2018
h,1.98052,1.35208,w,2019-03-30,Manchester United,2018
a,2.03847,1.65044,l,2019-04-02,Manchester United,2018
h,2.65125,1.42817,w,2019-04-13,Manchester United,2018
a,0.305982,1.5204,l,2019-04-21,Manchester United,2018
h,0.514509,0.530481,l,2019-04-24,Manchester United,2018
h,1.12483,1.6298,d,2019-04-28,Manchester United,2018
a,1.88049,0.73663,d,2019-05-05,Manchester United,2018
h,1.89555,1.71095,l,2019-05-12,Manchester United,2018
h,1.42372,0.45504,w,2018-08-11,Watford,2018
a,1.9171,0.392642,w,2018-08-19,Watford,2018
h,1.14596,1.21905,w,2018-08-26,Watford,2018
h,0.454309,0.582521,w,2018-09-02,Watford,2018
h,1.17523,1.64902,l,2018-09-15,Watford,2018
a,1.76133,1.77245,d,2018-09-22,Watford,2018
a,2.62141,1.57061,l,2018-09-29,Watford,2018
h,1.06613,3.28471,l,2018-10-06,Watford,2018
a,1.0684,0.47391,w,2018-10-20,Watford,2018
h,2.29622,0.479655,w,2018-10-27,Watford,2018
a,2.5452,0.691575,l,2018-11-03,Watford,2018
a,1.07573,1.20211,d,2018-11-10,Watford,2018
h,0.673382,1.45314,l,2018-11-24,Watford,2018
a,1.19923,1.41758,l,2018-12-01,Watford,2018
h,1.672,2.51933,l,2018-12-04,Watford,2018
a,1.63043,1.72686,d,2018-12-10,Watford,2018
h,1.64998,0.485768,w,2018-12-15,Watford,2018
a,2.32983,2.06507,w,2018-12-22,Watford,2018
h,1.24414,2.1956,l,2018-12-26,Watford,2018
h,1.05566,0.661713,d,2018-12-29,Watford,2018
a,0.977046,2.84828,d,2019-01-02,Watford,2018
a,1.56262,1.1617,w,2019-01-12,Watford,2018
h,1.06981,1.97256,d,2019-01-19,Watford,2018
a,0.479838,1.36248,l,2019-01-30,Watford,2018
a,0.279297,1.83528,d,2019-02-02,Watford,2018
h,1.53311,0.641094,w,2019-02-09,Watford,2018
a,2.75798,1.90045,w,2019-02-22,Watford,2018
a,0.630423,2.74266,l,2019-02-27,Watford,2018
h,1.36515,0.794683,w,2019-03-03,Watford,2018
