h_a,xG,xGA,result,date,team_name,year
h,1.63794,0.138106,w,2018-03-03,Tottenham,2017
a,2.53124,1.17387,w,2018-03-11,Tottenham,2017
a,1.3895,1.209,w,2018-04-01,Tottenham,2017
a,1.79894,1.40115,w,2018-04-07,Tottenham,2017
h,0.445014,3.61987,l,2018-04-14,Tottenham,2017
a,1.36248,0.988099,d,2018-04-17,Tottenham,2017
h,1.76757,1.36928,w,2018-04-30,Tottenham,2017
a,0.969481,1.21792,l,2018-05-05,Tottenham,2017
h,0.835241,0.829699,w,2018-05-09,Tottenham,2017
h,1.83248,1.27359,w,2018-05-13,Tottenham,2017
h,2.54329,1.46495,w,2017-08-11,Arsenal,2017
a,1.40658,0.692644,l,2017-08-19,Arsenal,2017
a,0.484816,3.45998,l,2017-08-27,Arsenal,2017
h,2.48732,0.577291,w,2017-09-09,Arsenal,2017
a,1.42208,0.762129,d,2017-09-17,Arsenal,2017
h,2.39316,0.766652,w,2017-09-25,Arsenal,2017
h,2.47818,0.386343,w,2017-10-01,Arsenal,2017
a,0.988468,1.63418,l,2017-10-14,Arsenal,2017
a,3.86029,0.810989,w,2017-10-22,Arsenal,2017
h,2.37777,0.8355,w,2017-10-28,Arsenal,2017
a,0.340407,2.15028,l,2017-11-05,Arsenal,2017
h,2.24246,0.591192,w,2017-11-18,Arsenal,2017
a,1.75184,0.402745,w,2017-11-26,Arsenal,2017
h,4.47889,0.47571600000000003,w,2017-11-29,Arsenal,2017
h,4.24057,2.06831,l,2017-12-02,Arsenal,2017
a,0.608352,1.21942,d,2017-12-10,Arsenal,2017
a,1.02186,0.405172,d,2017-12-13,Arsenal,2017
h,2.02472,0.286547,w,2017-12-16,Arsenal,2017
h,1.13104,2.05947,d,2017-12-22,Arsenal,2017
a,1.84104,1.14522,w,2017-12-28,Arsenal,2017
a,0.917801,1.39429,d,2017-12-31,Arsenal,2017
h,1.23205,3.0768,d,2018-01-03,Arsenal,2017
a,1.00956,0.822285,l,2018-01-14,Arsenal,2017
h,3.56519,0.501202,w,2018-01-20,Arsenal,2017
a,1.15616,2.37911,l,2018-01-30,Arsenal,2017
h,3.19622,1.49065,w,2018-02-03,Arsenal,2017
a,0.487297,2.63564,l,2018-02-10,Arsenal,2017
h,1.30172,1.92605,l,2018-03-01,Arsenal,2017
a,0.801513,1.48498,l,2018-03-04,Arsenal,2017
h,2.38263,1.54676,w,2018-03-11,Arsenal,2017
h,3.56649,0.342516,w,2018-04-01,Arsenal,2017
h,1.58895,2.16699,w,2018-04-08,Arsenal,2017
a,1.41538,0.888452,l,2018-04-15,Arsenal,2017
h,2.07299,0.623161,w,2018-04-22,Arsenal,2017
a,0.651541,1.54667,l,2018-04-29,Arsenal,2017
h,2.92408,0.21671,w,2018-05-06,Arsenal,2017
a,1.54443,2.19801,l,2018-05-09,Arsenal,2017
a,2.3322,1.31031,w,2018-05-13,Arsenal,2017
a,0.406196,2.21748,d,2017-08-12,Swansea,2017
h,0.304164,3.41021,l,2017-08-19,Swansea,2017
a,0.966783,0.818951,w,2017-08-26,Swansea,2017
h,1.48574,1.03177,l,2017-09-10,Swansea,2017
a,0.154074,1.17894,d,2017-09-16,Swansea,2017
h,1.50811,1.25817,l,2017-09-23,Swansea,2017
a,0.178568,0.692185,l,2017-09-30,Swansea,2017
h,1.65446,0.596086,w,2017-10-14,Swansea,2017
h,0.559618,1.80814,l,2017-10-21,Swansea,2017
a,0.8355,2.37777,l,2017-10-28,Swansea,2017
h,1.24557,0.874927,l,2017-11-04,Swansea,2017
a,0.431402,1.5427,l,2017-11-18,Swansea,2017
h,0.879594,0.449075,d,2017-11-25,Swansea,2017
a,0.0411427,2.30012,l,2017-11-29,Swansea,2017
a,0.320601,1.24743,l,2017-12-02,Swansea,2017
h,1.01101,0.25228,w,2017-12-09,Swansea,2017
h,0.589496,3.56828,l,2017-12-13,Swansea,2017
a,0.766224,2.01756,l,2017-12-18,Swansea,2017
h,0.546613,1.25546,d,2017-12-23,Swansea,2017
a,0.2719,3.06422,l,2017-12-26,Swansea,2017
a,1.31479,1.17794,w,2017-12-30,Swansea,2017
h,0.397789,1.61843,l,2018-01-02,Swansea,2017
a,0.895774,1.8273,d,2018-01-13,Swansea,2017
h,0.498742,2.19675,w,2018-01-22,Swansea,2017
h,2.37911,1.15616,w,2018-01-30,Swansea,2017
a,0.569943,1.48466,d,2018-02-03,Swansea,2017
h,0.843332,0.430729,w,2018-02-10,Swansea,2017
a,0.443169,3.2913,l,2018-02-24,Swansea,2017
h,2.30838,0.497211,w,2018-03-03,Swansea,2017
a,0,1.39381,d,2018-03-10,Swansea,2017
a,0.138813,2.14368,l,2018-03-31,Swansea,2017
a,0.655729,1.22912,d,2018-04-07,Swansea,2017
h,1.19751,1.61456,d,2018-04-14,Swansea,2017
a,0.297493,3.41675,l,2018-04-22,Swansea,2017
h,0.502964,1.45426,l,2018-04-28,Swansea,2017
a,1.0138,1.69618,l,2018-05-05,Swansea,2017
h,0.389621,1.48865,l,2018-05-08,Swansea,2017
h,1.70936,1.75436,l,2018-05-13,Swansea,2017
a,0.27644,0.720574,l,2017-08-12,Stoke,2017
h,0.692644,1.40658,w,2017-08-19,Stoke,2017
a,0.980905,0.875132,d,2017-08-27,Stoke,2017
h,1.49928,1.96635,d,2017-09-09,Stoke,2017
a,0.675783,2.6598,l,2017-09-16,Stoke,2017
h,0.600959,1.59815,l,2017-09-23,Stoke,2017
h,2.68136,1.42781,w,2017-09-30,Stoke,2017
a,0.681236,4.45388,l,2017-10-14,Stoke,2017
h,1.60117,1.11834,l,2017-10-21,Stoke,2017
a,0.778883,1.13448,w,2017-10-28,Stoke,2017
h,1.22988,1.39563,d,2017-11-04,Stoke,2017
a,1.20507,0.490058,d,2017-11-20,Stoke,2017
a,0.628292,1.48339,l,2017-11-25,Stoke,2017
h,0.846748,2.58757,l,2017-11-29,Stoke,2017
h,1.24743,0.320601,w,2017-12-02,Stoke,2017
a,0.749296,4.01925,l,2017-12-09,Stoke,2017
a,0.916344,0.360081,l,2017-12-12,Stoke,2017
h,0.983293,3.08244,l,2017-12-16,Stoke,2017
h,1.7986,2.0544,w,2017-12-23,Stoke,2017
a,1.19984,1.8756,d,2017-12-26,Stoke,2017
a,0.28218,3.09527,l,2017-12-30,Stoke,2017
h,1.50029,2.02028,l,2018-01-01,Stoke,2017
a,1.47603,1.9485,l,2018-01-15,Stoke,2017
h,0.987799,0.238458,w,2018-01-20,Stoke,2017
h,0.722172,0.740773,d,2018-01-31,Stoke,2017
a,0.721222,1.91091,l,2018-02-03,Stoke,2017
h,1.39547,0.897856,d,2018-02-10,Stoke,2017
a,0.166078,1.12487,d,2018-02-24,Stoke,2017
a,0.385303,0.982895,d,2018-03-03,Stoke,2017
h,0.157023,1.64562,l,2018-03-12,Stoke,2017
h,0.894266,2.97881,l,2018-03-17,Stoke,2017
a,0.342516,3.56649,l,2018-04-01,Stoke,2017
h,1.40115,1.79894,l,2018-04-07,Stoke,2017
a,1.41085,0.807456,d,2018-04-16,Stoke,2017
h,0.356095,1.61309,d,2018-04-22,Stoke,2017
a,0.777827,2.11658,d,2018-04-28,Stoke,2017
h,0.750175,1.31471,l,2018-05-05,Stoke,2017
a,1.75436,1.70936,w,2018-05-13,Stoke,2017
h,0.634633,2.34418,l,2017-08-13,Newcastle United,2017
a,0.973322,0.267008,l,2017-08-20,Newcastle United,2017
h,2.76107,0.558484,w,2017-08-26,Newcastle United,2017
a,1.03177,1.48574,w,2017-09-10,Newcastle United,2017
h,2.6598,0.675783,w,2017-09-16,Newcastle United,2017
a,1.37001,0.507341,l,2017-09-24,Newcastle United,2017
h,0.280437,1.64475,d,2017-10-01,Newcastle United,2017
a,0.950997,1.71445,d,2017-10-15,Newcastle United,2017
h,0.270313,0.566845,w,2017-10-21,Newcastle United,2017
a,0.516369,1.0271,l,2017-10-30,Newcastle United,2017
h,0.676091,1.28703,l,2017-11-04,Newcastle United,2017
a,1.08708,2.57424,l,2017-11-18,Newcastle United,2017
h,0.86002,2.05844,l,2017-11-25,Newcastle United,2017
a,1.1342,0.845327,d,2017-11-28,Newcastle United,2017
a,0.519549,3.07794,l,2017-12-02,Newcastle United,2017
h,0.964657,0.444099,l,2017-12-09,Newcastle United,2017
h,0.570658,1.38719,l,2017-12-13,Newcastle United,2017
a,0.286547,2.02472,l,2017-12-16,Newcastle United,2017
a,1.90622,2.31898,w,2017-12-23,Newcastle United,2017
h,0.174705,1.93187,l,2017-12-27,Newcastle United,2017
h,0.504379,0.630058,d,2017-12-30,Newcastle United,2017
a,2.02028,1.50029,w,2018-01-01,Newcastle United,2017
h,1.8273,0.895774,d,2018-01-13,Newcastle United,2017
a,0.992018,2.5505,l,2018-01-20,Newcastle United,2017
h,2.52275,1.22828,d,2018-01-31,Newcastle United,2017
a,1.14408,3.00238,d,2018-02-04,Newcastle United,2017
h,0.676656,1.71995,w,2018-02-11,Newcastle United,2017
a,4.23567,1.20646,d,2018-02-24,Newcastle United,2017
a,0.255322,1.56935,l,2018-03-03,Newcastle United,2017
h,1.35847,0.496723,w,2018-03-10,Newcastle United,2017
h,2.53617,0.280847,w,2018-03-31,Newcastle United,2017
a,0.285116,1.09224,w,2018-04-07,Newcastle United,2017
h,0.888452,1.41538,w,2018-04-15,Newcastle United,2017
a,0.480957,0.948534,l,2018-04-23,Newcastle United,2017
h,1.58397,0.703096,l,2018-04-28,Newcastle United,2017
a,0.613901,2.81246,l,2018-05-05,Newcastle United,2017
a,0.829699,0.835241,l,2018-05-09,Newcastle United,2017
h,2.24197,0.843284,w,2018-05-13,Newcastle United,2017
a,2.61549,2.17647,d,2017-08-12,Liverpool,2017
h,2.84978,0.727364,w,2017-08-19,Liverpool,2017
h,3.45998,0.484816,w,2017-08-27,Liverpool,2017
a,0.665186,3.14589,l,2017-09-09,Liverpool,2017
h,2.18727,0.334402,d,2017-09-16,Liverpool,2017
a,1.92902,2.88766,w,2017-09-23,Liverpool,2017
a,1.64475,0.280437,d,2017-10-01,Liverpool,2017
h,1.92702,0.230358,d,2017-10-14,Liverpool,2017
a,0.667771,2.62043,l,2017-10-22,Liverpool,2017
h,2.14257,0.0554802,w,2017-10-28,Liverpool,2017
a,2.8773,1.13045,w,2017-11-04,Liverpool,2017
h,2.06277,0.563886,w,2017-11-18,Liverpool,2017
h,1.50368,0.739983,d,2017-11-25,Liverpool,2017
a,2.58757,0.846748,w,2017-11-29,Liverpool,2017
a,1.77566,1.65878,w,2017-12-02,Liverpool,2017
h,1.89569,0.823217,d,2017-12-10,Liverpool,2017
h,2.13915,0.520382,d,2017-12-13,Liverpool,2017
a,3.25041,0.539178,w,2017-12-17,Liverpool,2017
a,2.05947,1.13104,d,2017-12-22,Liverpool,2017
h,3.06422,0.2719,w,2017-12-26,Liverpool,2017
h,2.56607,0.789667,w,2017-12-30,Liverpool,2017
a,1.62514,0.900466,w,2018-01-01,Liverpool,2017
h,1.01595,0.722959,w,2018-01-14,Liverpool,2017
a,2.19675,0.498742,l,2018-01-22,Liverpool,2017
a,2.05148,0.288048,w,2018-01-30,Liverpool,2017
h,1.28962,2.54392,d,2018-02-04,Liverpool,2017
a,2.35575,0.854343,w,2018-02-11,Liverpool,2017
h,3.9205,0.33527,w,2018-02-24,Liverpool,2017
h,1.56935,0.255322,w,2018-03-03,Liverpool,2017
a,0.777089,0.845051,l,2018-03-10,Liverpool,2017
h,1.81208,0.35476,w,2018-03-17,Liverpool,2017
a,1.72037,1.90868,w,2018-03-31,Liverpool,2017
a,0.947321,0.723427,d,2018-04-07,Liverpool,2017
h,2.6402,0.540593,w,2018-04-14,Liverpool,2017
a,1.6393,1.39669,d,2018-04-21,Liverpool,2017
h,2.11658,0.777827,d,2018-04-28,Liverpool,2017
a,0.427002,0.806168,l,2018-05-06,Liverpool,2017
h,3.50981,0.0408165,w,2018-05-13,Liverpool,2017
a,1.86751,0.276343,w,2017-08-12,Manchester City,2017
h,1.14216,0.59971,d,2017-08-21,Manchester City,2017
a,1.76626,0.415402,w,2017-08-26,Manchester City,2017
h,3.14589,0.665186,w,2017-09-09,Manchester City,2017
a,3.99349,0.803933,w,2017-09-16,Manchester City,2017
h,5.72543,0.611018,w,2017-09-23,Manchester City,2017
a,1.23068,0.911532,w,2017-09-30,Manchester City,2017
h,4.45388,0.681236,w,2017-10-14,Manchester City,2017
h,3.71812,0.14859,w,2017-10-21,Manchester City,2017
a,2.77085,1.11852,w,2017-10-28,Manchester City,2017
h,2.15028,0.340407,w,2017-11-05,Manchester City,2017
a,2.40056,0.0970457,w,2017-11-18,Manchester City,2017
a,2.66178,0.537698,w,2017-11-26,Manchester City,2017
h,1.64952,1.7066,w,2017-11-29,Manchester City,2017
h,2.45603,0.474483,w,2017-12-03,Manchester City,2017
a,2.03041,1.43756,w,2017-12-10,Manchester City,2017
a,3.56828,0.589496,w,2017-12-13,Manchester City,2017
h,4.14588,0.182456,w,2017-12-16,Manchester City,2017
h,1.55724,0.334896,w,2017-12-23,Manchester City,2017
a,1.93187,0.174705,w,2017-12-27,Manchester City,2017
a,1.09586,1.72153,d,2017-12-31,Manchester City,2017
h,2.77398,0.965283,w,2018-01-02,Manchester City,2017
a,0.722959,1.01595,l,2018-01-14,Manchester City,2017
h,2.5505,0.992018,w,2018-01-20,Manchester City,2017
h,2.68955,0.118043,w,2018-01-31,Manchester City,2017
a,2.24914,0.795971,d,2018-02-03,Manchester City,2017
h,2.59121,0.109716,w,2018-02-10,Manchester City,2017
a,1.92605,1.30172,w,2018-03-01,Manchester City,2017
h,0.953312,0.118301,w,2018-03-04,Manchester City,2017
a,1.64562,0.157023,w,2018-03-12,Manchester City,2017
a,1.91312,0.859628,w,2018-03-31,Manchester City,2017
h,3.42967,1.21683,l,2018-04-07,Manchester City,2017
a,3.61987,0.445014,w,2018-04-14,Manchester City,2017
h,3.41675,0.297493,w,2018-04-22,Manchester City,2017
a,2.29076,0.228917,w,2018-04-29,Manchester City,2017
h,0.78641,0.54565,d,2018-05-06,Manchester City,2017
h,1.64765,1.00939,w,2018-05-09,Manchester City,2017
a,0.765614,0.506624,w,2018-05-13,Manchester City,2017
h,2.63853,0.62654,w,2017-08-13,Manchester United,2017
a,3.41021,0.304164,w,2017-08-19,Manchester United,2017
h,2.73725,0.670573,w,2017-08-26,Manchester United,2017
a,1.96635,1.49928,d,2017-09-09,Manchester United,2017
h,3.28722,1.06298,w,2017-09-17,Manchester United,2017
a,1.07247,0.802062,w,2017-09-23,Manchester United,2017
h,3.47508,0.244321,w,2017-09-30,Manchester United,2017
a,0.230358,1.92702,d,2017-10-14,Manchester United,2017
a,0.807135,1.26744,l,2017-10-21,Manchester United,2017
h,0.943496,1.08708,w,2017-10-28,Manchester United,2017
a,0.773586,1.8417,l,2017-11-05,Manchester United,2017
h,2.57424,1.08708,w,2017-11-18,Manchester United,2017
h,1.50148,0.565072,w,2017-11-25,Manchester United,2017
a,1.63491,1.29277,w,2017-11-28,Manchester United,2017
a,2.06831,4.24057,w,2017-12-02,Manchester United,2017
h,1.43756,2.03041,l,2017-12-10,Manchester United,2017
h,1.24043,0.815792,w,2017-12-13,Manchester United,2017
a,0.898984,1.076,w,2017-12-17,Manchester United,2017
a,2.15281,1.56465,d,2017-12-23,Manchester United,2017
h,1.80763,0.786214,d,2017-12-26,Manchester United,2017
h,1.87247,0.85013,d,2017-12-30,Manchester United,2017
a,1.26247,1.23952,w,2018-01-01,Manchester United,2017
h,1.9485,1.47603,w,2018-01-15,Manchester United,2017
a,0.860828,0.568215,w,2018-01-20,Manchester United,2017
a,0.817997,2.0117,l,2018-01-31,Manchester United,2017
h,1.63389,0.13049,w,2018-02-03,Manchester United,2017
a,1.71995,0.676656,l,2018-02-11,Manchester United,2017
h,1.30036,1.68958,w,2018-02-25,Manchester United,2017
a,1.25439,0.74138,w,2018-03-05,Manchester United,2017
h,0.845051,0.777089,w,2018-03-10,Manchester United,2017
h,2.14368,0.138813,w,2018-03-31,Manchester United,2017
a,1.21683,3.42967,w,2018-04-07,Manchester United,2017
h,0.639748,0.824508,l,2018-04-15,Manchester United,2017
a,1.61597,1.18301,w,2018-04-18,Manchester United,2017
h,1.54667,0.651541,w,2018-04-29,Manchester United,2017
a,0.652444,0.922771,l,2018-05-04,Manchester United,2017
a,0.596075,0.783043,d,2018-05-10,Manchester United,2017
h,0.45805,0.654288,w,2018-05-13,Manchester United,2017
h,2.17647,2.61549,d,2017-08-12,Watford,2017
a,2.17717,0.766694,w,2017-08-19,Watford,2017
h,0.281459,0.952357,d,2017-08-26,Watford,2017
a,0.57794,0.331259,w,2017-09-09,Watford,2017
h,0.803933,3.99349,l,2017-09-16,Watford,2017
a,1.25817,1.50811,w,2017-09-23,Watford,2017
a,1.62462,1.93896,d,2017-09-30,Watford,2017
h,1.63418,0.988468,w,2017-10-14,Watford,2017
a,1.79693,1.78315,l,2017-10-21,Watford,2017
h,1.13448,0.778883,l,2017-10-28,Watford,2017
a,2.05534,2.5796,l,2017-11-05,Watford,2017
h,1.24547,1.43369,w,2017-11-19,Watford,2017
a,2.05844,0.86002,w,2017-11-25,Watford,2017
h,1.29277,1.63491,l,2017-11-28,Watford,2017
h,0.352672,0.788817,d,2017-12-02,Watford,2017
a,0.819233,0.485632,l,2017-12-09,Watford,2017
a,1.40441,1.10545,l,2017-12-12,Watford,2017
h,0.589103,3.49193,l,2017-12-16,Watford,2017
a,1.30044,1.40139,l,2017-12-23,Watford,2017
h,1.43009,1.54771,w,2017-12-26,Watford,2017
h,1.17794,1.31479,l,2017-12-30,Watford,2017
a,0.965283,2.77398,l,2018-01-02,Watford,2017
h,1.67369,0.857637,d,2018-01-13,Watford,2017
a,0.740795,1.51932,l,2018-01-20,Watford,2017
a,0.740773,0.722172,d,2018-01-31,Watford,2017
h,2.12696,0.573557,w,2018-02-05,Watford,2017
a,0.799928,1.83359,l,2018-02-10,Watford,2017
h,0.606929,0.665127,w,2018-02-24,Watford,2017
h,1.23526,1.09115,w,2018-03-03,Watford,2017
a,1.54676,2.38263,l,2018-03-11,Watford,2017
a,0.35476,1.81208,l,2018-03-17,Watford,2017
h,0.76133,2.1146,d,2018-03-31,Watford,2017
h,1.36685,1.38319,l,2018-04-07,Watford,2017
a,0.306273,0.929512,l,2018-04-14,Watford,2017
h,0.59455,0.182325,d,2018-04-21,Watford,2017
a,1.36928,1.76757,l,2018-04-30,Watford,2017
h,2.81246,0.613901,w,2018-05-05,Watford,2017
a,0.654288,0.45805,l,2018-05-13,Watford,2017
a,0.564237,1.35651,w,2017-08-12,Burnley,2017
h,1.37242,0.653058,l,2017-08-19,Burnley,2017
a,0.670943,2.3497,d,2017-08-27,Burnley,2017
h,0.429329,1.72996,w,2017-09-10,Burnley,2017
a,0.334402,2.18727,d,2017-09-16,Burnley,2017
h,0.369454,0.312561,d,2017-09-23,Burnley,2017
a,0.383977,0.93376,w,2017-10-01,Burnley,2017
h,0.70219,0.835192,d,2017-10-14,Burnley,2017
a,0.14859,3.71812,l,2017-10-21,Burnley,2017
h,1.0271,0.516369,w,2017-10-30,Burnley,2017
a,0.137743,0.789259,w,2017-11-04,Burnley,2017
h,1.5427,0.431402,w,2017-11-18,Burnley,2017
h,0.402745,1.75184,l,2017-11-26,Burnley,2017
a,1.08519,0.915088,w,2017-11-29,Burnley,2017
a,0.789388,1.61269,l,2017-12-02,Burnley,2017
h,0.485632,0.819233,w,2017-12-09,Burnley,2017
h,0.360081,0.916344,w,2017-12-12,Burnley,2017
a,1.32536,1.49029,d,2017-12-16,Burnley,2017
h,0.159735,3.30947,l,2017-12-23,Burnley,2017
a,0.786214,1.80763,d,2017-12-26,Burnley,2017
a,1.20923,0.049118,d,2017-12-30,Burnley,2017
h,0.900466,1.62514,l,2018-01-01,Burnley,2017
a,0.907849,1.80971,l,2018-01-13,Burnley,2017
h,0.568215,0.860828,l,2018-01-20,Burnley,2017
a,1.22828,2.52275,d,2018-01-31,Burnley,2017
h,0.795971,2.24914,d,2018-02-03,Burnley,2017
a,0.430729,0.843332,l,2018-02-10,Burnley,2017
h,1.28178,0.65898,d,2018-02-24,Burnley,2017
h,2.33524,1.79993,w,2018-03-03,Burnley,2017
a,1.41929,0.72673,w,2018-03-10,Burnley,2017
a,1.41534,0.394723,w,2018-03-31,Burnley,2017
a,1.38319,1.36685,w,2018-04-07,Burnley,2017
h,1.05951,1.99812,w,2018-04-14,Burnley,2017
h,0.221642,1.7717,l,2018-04-19,Burnley,2017
a,1.61309,0.356095,d,2018-04-22,Burnley,2017
h,1.54596,0.378409,d,2018-04-28,Burnley,2017
a,0.21671,2.92408,l,2018-05-06,Burnley,2017
h,1.16179,1.38551,l,2018-05-13,Burnley,2017
a,1.73657,0.988934,w,2017-08-12,Huddersfield,2017
h,0.267008,0.973322,w,2017-08-20,Huddersfield,2017
h,1.51605,0.795911,d,2017-08-26,Huddersfield,2017
a,0.339338,1.94969,l,2017-09-11,Huddersfield,2017
h,0.700349,1.24181,d,2017-09-16,Huddersfield,2017
a,0.312561,0.369454,d,2017-09-23,Huddersfield,2017
h,0.196648,1.5608900000000001,l,2017-09-30,Huddersfield,2017
a,0.596086,1.65446,l,2017-10-14,Huddersfield,2017
h,1.26744,0.807135,w,2017-10-21,Huddersfield,2017
a,0.0554802,2.14257,l,2017-10-28,Huddersfield,2017
h,0.260436,0.382005,w,2017-11-04,Huddersfield,2017
a,1.1633,1.38782,l,2017-11-18,Huddersfield,2017
h,0.537698,2.66178,l,2017-11-26,Huddersfield,2017
a,0.47571600000000003,4.47889,l,2017-11-29,Huddersfield,2017
a,0.223429,0.820024,l,2017-12-02,Huddersfield,2017
h,2.68125,0.273809,w,2017-12-09,Huddersfield,2017
h,0.476748,1.8707,l,2017-12-12,Huddersfield,2017
a,3.49193,0.589103,w,2017-12-16,Huddersfield,2017
a,1.09381,1.73805,d,2017-12-23,Huddersfield,2017
h,1.8756,1.19984,d,2017-12-26,Huddersfield,2017
h,0.049118,1.20923,d,2017-12-30,Huddersfield,2017
a,0.226625,1.45074,l,2018-01-01,Huddersfield,2017
h,0.681,0.986853,l,2018-01-13,Huddersfield,2017
a,0.238458,0.987799,l,2018-01-20,Huddersfield,2017
h,0.288048,2.05148,l,2018-01-30,Huddersfield,2017
a,0.13049,1.63389,l,2018-02-03,Huddersfield,2017
h,2.56699,0.433555,w,2018-02-11,Huddersfield,2017
a,1.18101,1.50162,w,2018-02-24,Huddersfield,2017
a,0.138106,1.63794,l,2018-03-03,Huddersfield,2017
h,1.39381,0,d,2018-03-10,Huddersfield,2017
h,0.220381,2.74705,l,2018-03-17,Huddersfield,2017
a,0.280847,2.53617,l,2018-03-31,Huddersfield,2017
a,1.48964,1.53244,d,2018-04-07,Huddersfield,2017
h,0.929512,0.306273,w,2018-04-14,Huddersfield,2017
h,0.56538,0.943754,l,2018-04-28,Huddersfield,2017
a,0.54565,0.78641,d,2018-05-06,Huddersfield,2017
a,0.631021,2.25256,d,2018-05-09,Huddersfield,2017
h,1.31031,2.3322,l,2018-05-13,Huddersfield,2017
h,0.276343,1.86751,l,2017-08-12,Brighton,2017
a,0.123075,1.88355,l,2017-08-19,Brighton,2017
a,0.952357,0.281459,d,2017-08-26,Brighton,2017
h,0.396771,0.866679,w,2017-09-09,Brighton,2017
a,0.874276,1.39529,l,2017-09-15,Brighton,2017
h,0.507341,1.37001,w,2017-09-24,Brighton,2017
a,0.386343,2.47818,l,2017-10-01,Brighton,2017
h,1.05884,1.45518,d,2017-10-15,Brighton,2017
a,1.98345,0.569111,w,2017-10-20,Brighton,2017
h,1.50533,0.54364,d,2017-10-29,Brighton,2017
a,0.874927,1.24557,w,2017-11-04,Brighton,2017
h,0.490058,1.20507,d,2017-11-20,Brighton,2017
a,0.565072,1.50148,l,2017-11-25,Brighton,2017
h,0.475162,0.584296,d,2017-11-28,Brighton,2017
h,1.65878,1.77566,l,2017-12-02,Brighton,2017
a,0.273809,2.68125,l,2017-12-09,Brighton,2017
a,0.315616,1.87344,l,2017-12-13,Brighton,2017
h,1.49029,1.32536,d,2017-12-16,Brighton,2017
h,1.40139,1.30044,w,2017-12-23,Brighton,2017
a,0.452601,2.16934,l,2017-12-26,Brighton,2017
a,0.630058,0.504379,d,2017-12-30,Brighton,2017
h,2.37332,1.28248,d,2018-01-01,Brighton,2017
a,0.530765,1.38478,l,2018-01-13,Brighton,2017
h,0.881174,1.52008,l,2018-01-20,Brighton,2017
a,1.07907,1.27393,d,2018-01-31,Brighton,2017
h,1.64227,0.443751,w,2018-02-03,Brighton,2017
a,0.897856,1.39547,d,2018-02-10,Brighton,2017
h,3.2913,0.443169,w,2018-02-24,Brighton,2017
h,1.48498,0.801513,w,2018-03-04,Brighton,2017
a,0.321797,1.68868,l,2018-03-10,Brighton,2017
h,1.60322,1.26582,l,2018-03-31,Brighton,2017
h,1.53244,1.48964,d,2018-04-07,Brighton,2017
a,1.54485,2.49925,l,2018-04-14,Brighton,2017
h,0.988099,1.36248,d,2018-04-17,Brighton,2017
a,0.378409,1.54596,d,2018-04-28,Brighton,2017
h,0.922771,0.652444,w,2018-05-04,Brighton,2017
a,1.00939,1.64765,l,2018-05-09,Brighton,2017
a,0.0408165,3.50981,l,2018-05-13,Brighton,2017
h,0.790063,1.12348,d,2016-08-13,Everton,2016
a,1.83897,2.01885,w,2016-08-20,Everton,2016
h,2.31835,0.187415,w,2016-08-27,Everton,2016
a,2.84526,1.0404,w,2016-09-12,Everton,2016
h,1.17467,0.178081,w,2016-09-17,Everton,2016
a,1.15724,0.693594,l,2016-09-24,Everton,2016
h,1.1542,0.47692,d,2016-09-30,Everton,2016
a,0.144498,2.69208,d,2016-10-15,Everton,2016
a,0.752795,0.905579,l,2016-10-22,Everton,2016
h,2.0087,0.944816,w,2016-10-30,Everton,2016
a,0.0131321,1.94078,l,2016-11-05,Everton,2016
h,1.54877,1.07471,d,2016-11-19,Everton,2016
a,0.615174,2.80562,l,2016-11-27,Everton,2016
h,1.64985,0.541299,d,2016-12-04,Everton,2016
a,1.09675,1.49271,l,2016-12-10,Everton,2016
h,1.46034,1.3508,w,2016-12-13,Everton,2016
h,0.456788,1.87823,l,2016-12-20,Everton,2016
a,1.25512,0.377464,w,2016-12-26,Everton,2016
a,1.27757,0.852585,d,2016-12-31,Everton,2016
h,2.34997,1.01083,w,2017-01-02,Everton,2016
h,0.572528,0.569286,w,2017-01-15,Everton,2016
a,0.949561,0.463733,w,2017-01-21,Everton,2016
a,0.870158,1.7362,d,2017-02-01,Everton,2016
h,2.75981,2.1501,w,2017-02-04,Everton,2016
a,0.831644,0.651056,d,2017-02-11,Everton,2016
h,1.70366,0.505952,w,2017-02-25,Everton,2016
a,0.808013,1.70225,l,2017-03-05,Everton,2016
h,2.17521,0.127321,w,2017-03-11,Everton,2016
h,2.63141,0.528692,w,2017-03-18,Everton,2016
a,1.44152,0.625343,l,2017-04-01,Everton,2016
a,0.589122,1.67424,d,2017-04-04,Everton,2016
h,2.64597,0.836095,w,2017-04-09,Everton,2016
h,1.67352,1.1469,w,2017-04-15,Everton,2016
a,0.104476,0.668323,d,2017-04-22,Everton,2016
h,0.684516,1.81945,l,2017-04-30,Everton,2016
a,0.270186,2.09244,l,2017-05-06,Everton,2016
h,1.12984,1.54861,w,2017-05-12,Everton,2016
a,1.8831,3.35075,l,2017-05-21,Everton,2016
h,0.522847,1.91105,l,2016-08-14,Bournemouth,2016
a,0.39341,1.69288,l,2016-08-21,Bournemouth,2016
a,0.974014,2.659,d,2016-08-27,Bournemouth,2016
h,0.986511,1.48347,w,2016-09-10,Bournemouth,2016
a,0.389672,3.38733,l,2016-09-17,Bournemouth,2016
h,0.693594,1.15724,w,2016-09-24,Bournemouth,2016
a,1.35487,1.23419,d,2016-10-01,Bournemouth,2016
